year,specefic_date,total sale_dollars,total state_bottle_cost,total state_bottle_retail,total bottles_sold,total volume_sold_liters
2019,10-23,1809.7700000000002,140.23999999999998,210.37,135,135.76
2019,11-05,1223.9099999999999,109.36,164.06,82,105.38
2019,11-26,1772.0,188.98000000000002,283.48,81,89.25999999999999
2019,09-09,1881.8999999999999,250.51000000000002,375.78999999999996,96,129.25
2019,10-15,1472.43,108.21000000000001,162.34,103,106.52
2019,11-19,1884.82,180.18,270.30000000000007,109,130.76
2019,04-17,1509.54,147.72,221.59000000000003,84,121.02
2019,11-08,2943.87,255.77,383.69,162,201.0
2019,11-16,2317.14,150.98,226.49,127,143.25
2019,03-14,2905.4700000000003,127.34,191.02,176,143.24
2019,02-27,2534.58,130.31,195.48,154,113.87
2019,10-22,3037.91,244.75999999999996,367.19,170,180.74
2019,10-29,4284.3,183.20000000000005,274.82,238,358.87
2019,11-22,1552.56,56.62,84.94,78,64.5
2019,09-30,14043.74,97.09,145.66000000000003,661,501.37
2019,10-28,2091.31,161.26,241.93000000000004,120,118.21
2019,11-07,2208.6600000000003,90.69,136.06000000000003,192,150.0
2019,07-23,2201.93,212.84,319.29,212,183.11
2019,01-24,2123.02,204.89000000000004,307.36,164,135.16000000000003
2019,02-11,2377.5099999999998,188.45000000000002,282.72,146,144.02000000000004
2019,06-13,1225.31,73.18,109.79,105,85.37
2019,09-17,2463.45,196.25000000000003,294.39,147,182.90999999999997
2019,05-17,3713.8199999999997,239.67000000000002,359.5400000000001,213,218.55
2019,12-20,5076.6,354.11999999999995,531.22,332,343.25
2019,05-15,3255.7999999999997,206.61,309.94000000000005,214,229.12
2019,10-30,4073.0099999999998,233.49000000000004,350.27,201,207.75
2019,11-06,2925.25,172.66000000000003,259.01,180,179.37
2019,01-02,1622.27,138.89,208.35999999999999,133,109.77999999999999
2019,02-28,790.08,47.67,71.50999999999999,31,28.87
2019,08-16,2105.1899999999996,88.2,132.32000000000002,193,132.37
2019,09-20,2537.5499999999997,191.71000000000004,287.59999999999997,221,192.25
2019,04-03,3313.62,261.74,392.64,225,231.75
2019,11-11,1455.7500000000002,119.33000000000001,179.01,81,117.75
2019,12-13,3740.9999999999995,187.17000000000002,280.81,264,210.0
2019,06-07,2160.02,185.51,278.30000000000007,130,161.62
2019,09-10,2213.2799999999997,133.39000000000001,200.12000000000003,193,163.12
2019,05-07,2794.65,201.42999999999998,302.18,163,148.65000000000003
2019,11-23,4224.3,187.98000000000002,281.98,213,210.75
2019,01-28,2200.7400000000002,169.89,254.88000000000005,221,167.07
2019,04-09,1173.4800000000002,89.22,133.85000000000002,139,114.62
2019,04-22,1060.3400000000001,115.12,172.71,96,115.85999999999999
2019,01-07,1830.0600000000002,188.70000000000002,283.08,121,144.85
2019,12-11,4654.699999999999,247.52999999999994,371.34000000000003,320,293.24
2019,01-11,547.28,46.31,69.48,89,62.989999999999995
2019,03-19,1560.75,112.72999999999999,169.11,104,103.75
2019,03-11,2637.5699999999997,241.63000000000002,362.48,181,219.37
2019,02-25,6284.49,161.13,241.71,579,919.8
2019,05-14,2588.58,184.02,276.06,196,197.62
2019,08-13,1885.3899999999999,170.35,255.56,118,127.99
2019,09-05,3657.27,293.08,439.66,252,237.66000000000003
2019,04-02,5834.46,184.51000000000002,276.8,442,679.15
2019,10-31,1247.1,85.26,127.9,118,103.99000000000001
2019,11-30,961.22,82.97,124.47,64,62.62
2019,01-08,1879.35,106.2,159.31,155,236.24
2019,01-23,4080.4300000000003,113.83,170.77,269,353.99
2019,02-12,2323.8399999999992,163.61,245.45000000000005,199,177.24
2019,08-12,2514.86,142.60999999999999,213.94000000000003,238,146.36
2019,08-15,858.1500000000001,57.06,85.6,64,62.62
2019,07-03,1904.3500000000001,162.0,243.01000000000002,105,119.5
2019,09-27,2009.28,134.77,202.18,141,132.75
2019,07-01,2258.2799999999997,221.78,332.70000000000005,142,175.12
2019,07-10,3708.499999999999,347.80999999999995,521.77,243,277.11
2019,12-17,2376.06,244.37,366.58,142,169.99
2019,11-04,1390.74,80.68,121.03,101,95.87
2019,05-09,1021.0699999999999,91.16999999999999,136.76,53,65.99000000000001
2019,04-18,1275.8400000000001,88.92,133.38,72,67.5
2019,09-26,1510.2300000000002,86.38999999999999,129.59,75,83.25
2019,11-21,2033.3899999999999,125.27000000000001,187.93000000000004,119,113.91999999999999
2019,07-25,3565.58,110.48,165.73000000000002,230,192.29
2019,11-01,3420.7799999999997,167.98000000000002,251.99000000000004,196,192.0
2019,12-26,5514.119999999999,158.37000000000003,237.57000000000002,265,318.37
2019,07-31,8713.500000000002,152.79,229.21000000000004,557,869.05
2019,04-04,8363.24,197.5,296.27000000000004,563,814.12
2019,05-29,16196.01,139.27999999999997,208.95000000000002,1003,793.87
2019,10-01,1771.5199999999998,138.15,207.25000000000003,115,127.87
2019,12-04,2191.67,151.15,226.75000000000003,146,156.74
2019,05-23,907.5300000000001,65.95,98.93,82,83.0
2019,10-11,1048.14,85.30000000000001,127.95000000000002,60,81.0
2019,05-16,5205.420000000001,158.76,238.16000000000003,342,298.5
2019,08-05,2286.83,225.47,338.22,109,117.37
2019,11-20,2846.5399999999995,203.97000000000003,305.96999999999997,183,184.87
2019,07-11,1612.1299999999999,139.14000000000001,208.72,94,91.12
2019,02-07,6938.969999999999,214.12,321.19000000000005,404,427.79
2019,10-18,1819.61,121.10000000000001,181.68,122,130.49
2019,12-05,3078.6299999999997,170.02,255.04000000000002,153,125.12
2019,03-18,2028.9599999999998,173.67000000000004,260.54,132,154.24
2019,11-18,2081.1299999999997,130.66,196.0,206,164.24
2019,12-16,2075.98,223.82999999999996,335.78,151,166.75
2019,05-06,1846.57,103.28,154.93,178,133.55
2019,09-04,875.49,97.68,146.53,97,97.24000000000001
2019,02-01,827.37,72.24,108.37,102,106.5
2019,06-14,1229.94,106.91,160.38,102,117.74
2019,03-01,1739.6100000000001,191.82,287.75,93,133.62
2019,07-08,5108.23,281.0,421.54,282,331.74
2019,04-25,3789.4,173.77,260.70000000000005,430,437.37
2019,10-07,2406.5899999999997,113.91,170.88,205,148.24
2019,07-17,2339.9999999999995,173.12,259.71,137,132.74
2019,11-27,3467.5399999999995,188.72,283.10999999999996,302,207.74
2019,12-09,1405.2,104.83000000000001,157.26,151,106.87
2019,12-18,3728.2000000000007,280.58000000000004,420.9099999999999,202,226.99
2019,12-30,1985.3000000000002,108.05000000000003,162.09,103,106.87
2019,02-20,14145.410000000002,220.91,331.4000000000001,722,1188.74
2019,06-11,1337.5800000000002,113.67,170.51999999999998,76,94.24000000000001
2019,06-06,18588.899999999998,97.53000000000002,146.31,1228,2085.05
2019,09-13,1601.1099999999997,104.75000000000001,157.16000000000003,111,117.12
2019,05-24,2659.98,142.0,213.02,184,158.62
2019,02-21,1718.82,104.71,157.07999999999998,91,93.37
2019,04-10,2121.87,155.08000000000004,232.64000000000001,118,143.62
2019,03-12,2134.98,201.43,302.18,136,143.62
2019,03-20,681.02,56.209999999999994,84.33,70,69.66999999999999
2019,10-04,2088.1,160.5,240.78,144,132.87
2019,05-01,1661.7,76.17,114.25999999999999,114,103.5
2019,06-05,887.1800000000001,70.36,105.55,94,69.66999999999999
2019,06-27,5014.0199999999995,120.01,180.03,300,245.55
2019,11-25,1220.4500000000003,90.31,135.49,114,89.77
2019,04-26,1098.93,127.98000000000002,191.96999999999997,93,114.62
2019,12-31,2253.14,206.28,309.44,120,147.10999999999999
2019,06-25,1986.4199999999998,113.67999999999999,170.54,166,151.1
2019,01-29,1119.4499999999998,68.84,103.27000000000001,94,73.12
2019,04-01,2944.979999999999,240.51000000000005,360.78999999999996,134,180.25
2019,10-25,1403.5300000000002,130.08,195.13,73,97.24000000000001
2019,07-05,2725.8899999999994,247.08,370.64,188,226.79000000000002
2019,08-20,1667.8100000000002,172.60000000000002,258.92,177,149.60999999999999
2019,04-11,2472.93,154.29,231.44,102,127.64999999999999
2019,11-13,1664.34,139.31,208.98000000000002,111,114.75
2019,05-02,1945.98,122.61,183.93,103,107.9
2019,05-22,2660.8799999999997,194.07000000000002,291.13000000000005,162,198.0
2019,05-31,3471.12,303.59,455.4099999999999,166,206.99
2019,09-11,6888.21,129.52,194.3,305,264.5
2019,08-08,1314.06,104.17,156.26,100,101.62
2019,07-30,1500.98,161.86,242.83000000000004,95,102.39
2019,04-24,1876.94,198.17000000000002,297.28000000000003,119,157.49
2019,07-16,1365.65,141.91000000000003,212.9,119,157.49
2019,09-24,1463.19,101.89,152.85000000000002,169,156.37
2019,01-16,6125.8099999999995,137.51,206.29000000000002,426,650.37
2019,06-21,1549.7500000000002,120.61,180.94,156,141.9
2019,10-08,86291.32,205.48999999999998,308.28000000000003,3619,3039.7299999999996
2019,10-10,3044.52,59.92,89.89000000000001,148,119.62
2019,01-03,1814.01,150.95000000000002,226.45,121,125.97999999999999
2019,01-14,1624.0500000000002,191.07000000000002,286.62,107,136.49
2019,01-30,1057.94,85.16,127.77,103,124.75
2019,08-01,250.19,27.5,41.260000000000005,34,34.120000000000005
2019,06-19,1139.6100000000001,100.00999999999999,150.03,111,121.05
2019,06-03,923.43,98.06,147.1,67,91.87
2019,04-23,2289.26,222.27,333.43,148,146.36
2019,12-02,1999.9799999999998,151.12,226.71,232,176.62
2019,07-26,1118.0400000000002,147.54000000000002,221.32,79,109.42
2019,07-02,2442.7999999999997,186.74,280.14000000000004,162,183.36
2019,07-18,874.41,98.45,147.69000000000003,67,91.87
2019,01-22,1227.5,137.47,206.23000000000002,103,116.91999999999999
2019,03-05,2497.98,143.64000000000001,215.48000000000002,250,308.17
2019,03-26,820.95,60.57000000000001,90.87,70,69.66999999999999
2019,02-08,2820.42,100.67999999999999,151.05,237,207.3
2019,06-24,1890.5699999999997,125.63999999999999,188.47,170,152.67000000000002
2019,09-23,1978.0899999999997,172.67000000000002,259.04,174,162.36
2019,10-16,2583.64,237.79999999999998,356.72,176,180.49
2019,03-04,2101.3099999999995,110.34,165.54000000000002,177,150.20999999999998
2019,02-06,4115.67,145.62,218.45000000000002,314,403.61
2019,06-04,785.1999999999999,101.83999999999999,152.77,87,82.11
2019,10-09,5168.55,191.82,287.75,293,257.99
2019,10-17,10776.380000000001,167.98000000000002,252.0,459,430.98
2019,11-15,955.2,74.85000000000001,112.28,81,93.75
