year,specefic_date,total sale_dollars,total state_bottle_cost,total state_bottle_retail,total bottles_sold,total volume_sold_liters
2016,08-31,1409.9600000000003,132.96,199.5,30,32.360000000000014
2016,05-18,9613.35,675.7800000000002,1014.71,714,529.14
2016,10-19,11088.000000000002,526.0000000000001,789.15,1007,787.88
2016,11-23,9510.900000000003,555.89,833.9499999999999,689,505.88
2016,10-10,12129.119999999999,737.2200000000001,1106.0,993,688.88
2016,07-14,5737.289999999998,366.09000000000003,549.6600000000001,542,376.52
2016,06-13,12386.630000000001,742.7400000000005,1114.8800000000003,959,660.38
2016,12-15,13519.070000000005,913.6300000000006,1370.66,1079,778.88
2016,09-29,7929.120000000001,465.06000000000006,697.6999999999999,634,453.76
2016,02-25,7262.650000000002,458.19999999999993,689.18,677,492.38
2016,05-16,10084.770000000002,683.4800000000004,1026.41,854,636.14
2016,09-22,6913.98,455.85999999999996,683.8999999999999,651,470.64
2016,03-08,13119.610000000002,490.59000000000015,736.2600000000002,995,1035.38
2016,03-14,9216.410000000003,646.0400000000001,969.2199999999998,786,581.88
2016,10-13,10397.599999999997,510.41,765.7199999999999,767,537.38
2016,01-13,9331.910000000003,568.83,853.7399999999998,682,524.26
2016,12-13,12502.440000000008,813.43,1220.3300000000002,981,662.88
2016,02-03,9555.099999999999,592.8000000000003,889.7500000000001,861,581.64
2016,03-16,9100.180000000004,583.6200000000001,876.3499999999999,878,580.88
2016,04-11,12697.969999999996,636.7400000000005,955.8800000000001,934,683.88
2016,05-04,9382.26,613.9100000000002,921.8700000000002,796,596.26
2016,11-04,5966.489999999999,298.25,447.45,563,342.38
2016,10-26,6993.819999999999,426.86000000000007,640.4300000000001,629,454.88
2016,06-08,10729.970000000001,650.7300000000005,976.8599999999998,885,620.76
2016,11-28,12905.080000000004,867.3800000000006,1301.2800000000007,923,723.38
2016,11-15,10388.950000000003,616.7200000000001,925.23,868,641.38
2016,02-08,13537.85,587.52,882.1799999999997,927,986.64
2016,06-30,10533.039999999997,580.97,871.6200000000002,843,574.5
2016,08-25,11003.46,576.46,865.32,857,952.88
2016,06-29,13785.050000000007,793.4600000000002,1191.0000000000002,1102,765.76
2016,06-20,10501.200000000004,672.72,1009.2600000000001,857,621.38
2016,09-28,5538.779999999998,423.22,634.95,517,377.26
2016,10-24,24577.03000000001,521.3600000000001,782.1899999999999,1263,1084.38
2016,09-01,9897.070000000003,635.3400000000003,953.1799999999998,719,529.88
2016,10-06,10306.590000000002,510.75000000000006,766.26,665,507.38
2016,02-24,8530.499999999996,565.7300000000001,849.5900000000001,737,543.38
2016,12-28,12176.700000000004,760.08,1140.3,874,662.26
2016,03-24,5292.21,305.00999999999993,457.5999999999999,442,316.38
2016,04-27,9620.480000000003,598.9200000000001,899.2700000000001,789,550.14
2016,11-01,7502.329999999999,494.6699999999999,742.15,669,520.38
2016,05-25,11366.170000000002,701.93,1053.67,940,686.26
2016,09-06,7326.879999999998,465.5200000000001,698.42,525,379.14
2016,09-09,4112.019999999999,255.72000000000003,383.6499999999999,407,262.88
2016,09-27,11080.36,353.87000000000006,530.9099999999999,797,625.88
2016,12-22,9248.220000000001,618.7900000000002,928.3400000000001,856,633.76
2016,12-14,9254.01,572.1999999999999,858.4499999999998,719,534.38
2016,07-13,8953.310000000001,639.3100000000002,959.1299999999999,729,533.88
2016,12-09,7324.869999999999,435.11999999999995,652.7900000000001,575,382.88
2016,12-26,12305.080000000007,758.0200000000003,1137.2400000000002,989,667.0
2016,06-02,7325.560000000001,437.47999999999996,656.34,659,445.88
2016,02-18,7826.65,460.5000000000001,691.1400000000001,618,433.5
2016,08-15,7627.2,487.17999999999995,730.8999999999999,647,454.88
2016,04-18,8815.960000000003,571.5200000000002,857.44,787,519.76
2016,08-03,9711.34,517.38,776.9500000000002,875,790.88
2016,04-25,8258.649999999998,541.44,812.55,671,507.38
2016,05-12,7394.35,484.6499999999999,727.46,635,463.88
2016,06-07,19008.999999999996,969.7100000000002,1454.8200000000006,1217,954.38
2016,06-22,9364.249999999998,653.9499999999999,981.5999999999999,844,626.38
2016,12-06,6832.700000000001,449.19000000000017,673.9099999999997,675,472.26
2016,12-12,7823.559999999999,482.08000000000004,723.2499999999999,670,485.26
2016,02-23,6653.069999999999,443.20000000000005,665.74,533,420.38
2016,08-02,9356.260000000004,612.33,918.6500000000003,682,493.38
2016,08-16,6285.209999999998,387.0400000000001,580.9100000000001,515,381.38
2016,10-14,3893.0099999999998,254.89000000000001,382.4,329,256.88
2016,01-14,6636.359999999999,459.59000000000003,689.74,535,389.26
2016,08-22,10417.47,570.7000000000003,856.63,899,540.38
2016,02-02,10480.26,613.4700000000003,921.1200000000002,862,611.26
2016,09-23,3213.7200000000003,226.31,339.53000000000003,275,193.98
2016,12-21,12412.290000000003,754.39,1131.72,1012,699.88
2016,12-27,14567.61,883.3000000000003,1325.1799999999996,1197,880.76
2016,05-11,11265.07,611.4000000000001,917.6100000000004,821,568.88
2016,09-02,4958.2300000000005,361.27,541.97,407,304.88
2016,02-29,6232.330000000001,418.70000000000005,628.7599999999999,556,416.38
2016,04-20,9957.250000000004,602.7700000000002,904.64,695,531.38
2016,04-05,9569.760000000002,579.58,871.2900000000001,832,633.76
2016,10-20,9777.830000000004,745.9599999999999,1119.0700000000002,653,502.88
2016,09-30,3080.13,182.56,273.89,353,211.88
2016,03-09,8589.57,468.62000000000023,703.0500000000002,683,462.38
2016,01-05,8595.040000000003,551.39,827.76,761,574.88
2016,03-21,9027.82,557.21,835.9599999999998,719,528.38
2016,10-17,10930.710000000003,634.6100000000001,952.0699999999998,1019,675.38
2016,10-25,9005.100000000004,532.36,798.6600000000001,718,483.76
2016,11-17,11484.429999999998,644.3700000000001,966.7,944,654.5
