year,specefic_date,total sale_dollars,total state_bottle_cost,total state_bottle_retail,total bottles_sold,total volume_sold_liters
2018,10-29,11059.76,227.7,341.59999999999997,503,445.49
2018,12-19,2651.7,159.35999999999999,239.06,122,135.25
2018,10-17,2447.15,207.22000000000003,310.87,168,197.87
2018,08-27,2910.5099999999998,155.49,233.25,127,111.26000000000002
2018,12-17,2910.5999999999995,168.98000000000002,253.51000000000005,253,234.8
2018,10-15,2619.2099999999996,184.41000000000003,276.65,198,183.02
2018,10-30,2799.7499999999995,183.34,275.05000000000007,214,196.55
2018,10-03,8875.37,87.52,131.3,376,584.62
2018,09-17,6188.820000000001,118.94000000000001,178.44,444,641.74
2018,10-25,3759.7199999999993,139.1,208.67000000000002,315,187.8
2018,11-08,2450.81,173.88000000000002,260.85,166,169.12
2018,12-21,3770.419999999999,226.45000000000002,339.70000000000005,318,287.46000000000004
2018,10-18,21086.52,123.47000000000003,185.23000000000002,1772,1719.87
2018,11-01,2268.41,201.63000000000005,302.4800000000001,170,206.24
2018,11-02,1228.3200000000002,80.33000000000001,120.50999999999999,84,99.0
2018,12-20,3068.75,192.55000000000004,288.85,162,152.8
2018,08-22,1548.3799999999999,138.01999999999998,207.05000000000004,79,85.41999999999999
2018,11-16,1122.1200000000001,98.57,147.87,122,92.3
2018,12-26,3273.0499999999997,221.96999999999997,332.98999999999995,240,226.11
2018,12-28,4458.74,168.87000000000003,253.33999999999997,343,423.12
2018,09-26,2095.92,131.31,196.99,158,134.75
2018,10-02,1394.89,126.99000000000001,190.51999999999998,153,122.85999999999999
2018,10-10,17110.47,121.34,182.02999999999997,648,742.41
2018,08-07,1981.84,140.92000000000002,211.42000000000002,173,141.36
2018,08-21,1452.96,100.65,151.01000000000002,84,85.38999999999999
2018,09-18,1802.6399999999999,133.0,199.52000000000004,122,138.74
2018,12-13,2308.5600000000004,180.52999999999994,270.83,215,167.32
2018,12-03,1755.45,140.36,210.56000000000003,95,115.49
2018,11-15,3373.9499999999994,212.26000000000005,318.43000000000006,197,192.87
2018,11-20,3352.3500000000004,153.5,230.26,307,206.2
2018,10-11,2762.0299999999997,82.59,123.89000000000001,146,127.62
2018,12-05,11686.160000000002,216.51000000000002,324.80000000000007,685,585.37
2018,11-26,2906.48,192.11,288.20000000000005,249,224.61
2018,12-04,3242.61,218.71,328.11,213,196.8
2018,12-14,1493.5799999999997,126.71000000000002,190.07,117,129.3
2018,11-07,2476.74,146.85,220.29000000000002,113,132.87
2018,12-31,1680.5400000000006,175.60000000000005,263.41,155,178.49
2018,08-03,981.1800000000001,87.64999999999999,131.49,70,73.12
2018,10-26,3304.7999999999997,129.56,194.36,208,333.49
2018,11-19,2452.9799999999996,218.87,328.33,261,200.39999999999998
2018,11-28,2386.49,200.70000000000005,301.09,197,196.36
2018,08-08,2895.3900000000003,179.21000000000004,268.85,191,162.59
2018,08-13,4098.29,190.25,285.41,348,277.39
2018,08-02,2404.31,148.19,222.31000000000003,107,122.99
2018,08-01,1933.77,184.85000000000002,277.29,81,132.3
2018,09-13,1296.06,97.61999999999999,146.44,84,85.5
2018,08-28,1998.8599999999997,164.40999999999997,246.65000000000003,133,125.47
2018,09-28,1771.6200000000001,166.04,249.09000000000003,114,121.8
2018,12-12,2806.4,212.84,319.28,189,206.61
2018,09-06,2029.4900000000002,126.75999999999999,190.17000000000002,157,135.37
2018,10-23,1788.4599999999998,163.37999999999997,245.11000000000004,156,146.60999999999999
2018,11-06,1974.6000000000001,192.73000000000002,289.12,167,170.60000000000002
2018,11-14,3426.3900000000003,174.54000000000002,261.84000000000003,421,434.23
2018,08-23,1133.54,124.86999999999999,187.33,64,86.62
2018,09-04,1943.88,158.10000000000002,237.17000000000002,160,155.62
2018,11-09,1450.2899999999997,92.72000000000001,139.09000000000003,136,119.16999999999999
2018,11-27,1312.5800000000002,130.76000000000002,196.17000000000002,123,130.85999999999999
2018,12-27,1272.45,111.62,167.45,98,120.74
2018,08-31,1680.2499999999998,140.88,211.35000000000002,206,186.27
2018,09-12,976.7300000000001,96.34,144.53,96,72.67
2018,12-06,1415.3700000000001,129.8,194.71,121,145.87
2018,08-09,2552.4100000000003,210.48999999999998,315.77000000000004,153,160.67000000000002
2018,08-29,956.7900000000001,88.47,132.71,111,104.25
2018,10-09,2586.15,176.2,264.34,176,144.39000000000001
2018,12-11,1392.75,146.39,219.60000000000002,119,126.58999999999999
