year,specefic_date,total sale_dollars,total state_bottle_cost,total state_bottle_retail,total bottles_sold,total volume_sold_liters
2022,10-13,3422.2599999999998,103.66,155.52,434,398.19
2022,10-04,2882.8499999999995,161.58999999999997,242.41000000000003,146,130.49
2022,10-11,4036.45,198.56999999999996,297.89,212,168.29000000000002
2022,09-08,3737.76,202.67999999999998,304.07,298,238.99
2022,11-30,2547.14,176.71000000000004,265.09,176,163.79
2022,06-04,1939.1599999999996,156.83,235.27000000000004,146,134.07
2022,06-13,2701.0499999999993,202.62,303.97,183,182.25
2022,03-15,2491.68,174.68,262.04,120,133.85999999999999
2022,01-03,5689.5599999999995,68.72,103.09,454,339.67
2022,02-04,3117.2899999999995,292.21999999999997,438.37,165,188.61
2022,10-07,2156.58,150.12,225.21000000000004,126,143.7
2022,11-23,3562.26,283.25,424.9100000000001,138,169.5
2022,11-09,9811.62,188.22,282.36,382,368.92
2022,11-25,3164.4600000000005,225.35000000000002,338.06000000000006,167,155.3
2022,10-06,1555.5900000000001,120.77,181.17000000000002,83,53.15
2022,10-19,2945.2500000000005,198.94,298.44,160,132.05
2022,10-21,2328.8400000000006,207.54000000000002,311.35,168,140.08999999999997
2022,09-07,4003.93,386.15999999999997,579.26,223,192.2
2022,09-13,3136.3500000000004,219.78,329.71000000000004,246,184.5
2022,09-09,4133.699999999999,252.76999999999998,379.19,358,205.02000000000004
2022,09-15,3013.8000000000006,247.09,370.68999999999994,124,139.92
2022,09-14,2409.3700000000003,206.98000000000002,310.51,122,156.62
2022,09-19,1006.0800000000002,59.290000000000006,88.96000000000001,48,60.0
2022,09-16,13320.66,284.89,427.37,740,949.05
2022,03-21,2874.87,191.20000000000005,286.83000000000004,156,154.85999999999999
2022,05-13,3678.8000000000006,254.94,382.46,223,187.87
2022,04-14,5170.98,281.87,422.83,415,399.3
2022,06-14,2945.04,206.52999999999997,309.84000000000003,170,148.58999999999997
2022,02-07,1384.6799999999998,88.19,132.29999999999998,94,72.3
2022,03-22,3559.3300000000004,242.23999999999998,363.4,199,221.74
2022,02-10,3895.2799999999993,232.19,348.33000000000004,204,182.61
2022,03-29,3440.9099999999994,230.59999999999997,345.94000000000005,193,216.37
2022,07-06,3116.1299999999997,239.66,359.51,305,195.6
2022,01-31,2703.7799999999997,111.59,167.4,192,150.0
2022,08-23,2212.19,118.7,178.07,146,114.74000000000001
2022,04-05,4113.33,297.87,446.84,227,220.10000000000002
2022,04-15,3186.8299999999995,209.17000000000004,313.80000000000007,166,169.99
