year,specefic_date,total sale_dollars,total state_bottle_cost,total state_bottle_retail,total bottles_sold,total volume_sold_liters
2017,04-04,8033.619999999998,458.7900000000002,688.3100000000001,771,497.88
2017,02-13,7653.0700000000015,537.3200000000002,806.16,773,526.88
2017,04-25,8929.5,606.53,909.97,773,552.38
2017,08-09,10168.330000000002,601.01,901.6800000000002,813,566.64
2017,08-18,4275.0,275.55000000000007,413.43,424,291.76
2017,03-29,7129.240000000001,465.1400000000001,697.8199999999999,540,381.26
2017,04-10,9168.87,626.36,939.6500000000002,705,508.14
2017,10-18,12834.03,712.0900000000001,1068.31,1086,723.0
2017,06-23,4319.570000000001,254.28,381.49,316,222.76
2017,12-19,8523.81,585.5000000000001,878.37,664,485.38
2017,04-07,6191.080000000001,372.55,558.9200000000001,453,331.14
2017,10-02,9997.210000000003,604.3199999999999,906.6100000000001,893,633.38
2017,06-19,10049.89,619.0800000000002,928.79,761,576.38
2017,01-30,6727.329999999999,449.77,674.7799999999997,629,463.88
2017,12-13,9347.550000000003,511.8300000000001,767.8999999999999,1033,614.62
2017,08-23,10339.820000000005,632.0100000000001,948.18,952,681.88
2017,08-31,9170.350000000002,499.82000000000005,749.87,700,494.26
2017,10-10,8524.659999999998,549.44,824.2600000000001,673,447.76
2017,06-13,10034.990000000002,647.96,972.0799999999999,772,617.38
2017,10-12,8720.44,564.5200000000002,846.93,581,457.88
2017,05-26,9831.619999999999,659.3500000000001,989.18,777,592.14
2017,06-26,10118.470000000005,605.7199999999999,908.75,880,744.76
2017,01-17,7541.589999999997,461.6700000000002,692.6100000000001,610,441.76
2017,11-28,8424.77,529.6300000000002,794.6000000000001,705,490.26
2017,09-07,9131.020000000004,576.12,864.33,730,544.38
2017,02-23,6066.22,438.29,657.5199999999999,497,364.88
2017,10-26,6051.969999999999,403.2,604.9000000000001,511,374.26
2017,10-30,9228.679999999998,608.31,912.6099999999999,880,597.88
2017,11-07,9327.4,602.23,903.5100000000001,833,585.26
2017,04-11,8146.890000000002,493.58000000000004,740.49,635,445.88
2017,12-11,10188.430000000002,720.9599999999999,1081.5900000000001,796,587.38
2017,09-25,12555.69,573.58,860.4899999999999,1049,780.38
2017,04-03,8727.6,498.97000000000025,748.6,700,470.26
2017,10-17,12915.700000000003,855.6200000000005,1283.65,909,657.26
2017,06-08,8392.920000000002,495.19,742.9,706,506.26
2017,07-26,6769.710000000001,414.0800000000001,621.2399999999998,677,499.88
2017,02-15,8267.609999999997,549.1,823.7999999999998,670,540.88
2017,08-29,10346.93,672.2500000000001,1008.56,951,626.88
2017,03-07,7587.24,445.10999999999996,667.7699999999999,692,451.88
2017,03-20,7023.870000000003,441.19999999999993,661.9200000000001,712,476.38
2017,07-14,3987.5099999999993,290.01,435.09000000000003,341,255.38
2017,02-07,7300.3499999999985,439.06999999999994,658.71,652,462.88
2017,09-05,7208.129999999999,456.06000000000006,684.2,605,438.38
2017,11-15,11232.550000000007,608.5900000000003,913.0799999999999,935,652.88
2017,08-21,12263.060000000005,681.2700000000001,1022.1,1026,713.76
2017,09-29,6854.74,333.41,500.19,502,358.38
2017,04-20,4045.1799999999994,251.41999999999996,377.21,412,275.26
2017,05-23,7692.669999999997,543.5500000000001,815.44,634,491.26
2017,11-13,14704.78,582.0600000000001,873.2199999999999,842,634.88
2017,02-24,4182.82,273.87,410.91,464,283.88
2017,04-18,13099.259999999998,492.25999999999993,738.5200000000001,887,706.88
2017,09-22,2427.91,170.15,255.27,292,184.38
2017,11-08,12009.640000000003,677.3499999999999,1016.1599999999999,839,634.88
2017,11-14,9777.970000000001,483.5,725.3799999999999,790,531.76
2017,05-30,18489.610000000004,673.23,1009.9899999999999,1244,1492.52
2017,07-10,11050.470000000001,691.83,1037.9000000000003,893,591.38
2017,07-13,7339.589999999999,418.34000000000003,627.63,629,442.88
2017,02-16,6465.57,412.01,618.1099999999999,539,388.88
2017,08-01,12463.140000000003,743.2499999999999,1115.03,1112,882.38
2017,11-10,6556.02,254.94,382.4699999999999,539,319.88
2017,02-10,3653.1599999999994,252.60000000000002,378.95,287,210.38
2017,04-27,13924.229999999998,664.9399999999999,997.56,1013,706.88
2017,01-31,7142.349999999997,429.42,644.2700000000001,634,419.88
2017,08-14,6558.869999999998,460.7100000000001,691.1800000000001,527,406.88
2017,09-13,11216.350000000002,645.12,967.82,877,633.76
2017,12-18,12393.850000000002,715.5700000000002,1073.5200000000002,885,661.76
2017,05-01,10439.820000000002,661.8600000000001,992.9399999999999,782,556.88
2017,12-21,13484.660000000002,621.3400000000001,932.1999999999998,909,657.26
2017,05-12,4989.389999999999,309.08,463.71,448,320.26
2017,12-22,16242.480000000005,993.8100000000002,1490.9700000000005,1289,907.88
2017,05-03,9760.78,576.0200000000001,864.1600000000001,844,600.76
2017,06-21,9878.010000000004,571.42,857.2599999999999,827,570.38
2017,07-31,8336.009999999997,565.7300000000001,848.7400000000001,605,451.88
2017,03-17,5253.21,321.24999999999994,481.95000000000005,437,316.88
2017,04-06,9543.729999999998,459.5,689.3499999999998,869,630.38
2017,05-10,10778.559999999998,724.7900000000002,1087.3799999999999,896,615.76
2017,06-29,7505.649999999998,486.11,729.28,593,438.38
2017,10-19,6614.489999999999,455.11999999999995,682.77,500,357.38
2017,07-04,9239.100000000002,594.4700000000001,891.85,784,563.26
2017,09-19,7404.299999999998,462.02000000000004,693.1400000000001,646,416.26
2017,10-09,10160.65,683.86,1025.9899999999998,874,615.5
2017,12-27,11229.75,782.69,1174.1600000000003,815,630.38
2017,05-24,11077.650000000001,720.0,1080.19,940,635.26
2017,06-22,9239.730000000001,592.5000000000001,888.88,728,534.38
2017,07-27,6014.339999999999,414.27,621.4999999999998,471,376.26
2017,02-17,3104.0700000000006,225.20000000000002,337.84000000000003,260,214.88
2017,03-27,7709.650000000001,504.36999999999995,756.67,653,455.0
2017,10-04,11817.630000000003,627.4700000000003,941.3899999999999,893,597.38
2017,05-05,3771.6,266.75000000000006,400.21,317,253.0
2017,08-15,5173.889999999998,326.9500000000001,490.51,527,360.38
2017,04-28,3737.2,229.7,344.61,341,256.88
2017,10-11,12834.660000000003,820.4800000000004,1230.92,882,650.88
2017,08-16,7180.4699999999975,517.1500000000001,775.8399999999998,566,420.38
2017,02-20,7646.619999999999,512.25,768.5099999999999,691,493.51
2017,06-09,3574.3499999999995,239.22,358.89,298,242.88
2017,11-20,11296.410000000005,739.2700000000002,1109.07,943,695.26
2017,08-10,7067.489999999998,434.35,651.5699999999999,557,402.38
2017,08-28,11977.590000000004,772.88,1159.5100000000004,1001,681.38
2017,03-23,10268.850000000002,556.3100000000001,834.6299999999997,809,562.88
2017,05-15,9173.88,571.25,857.0100000000002,782,564.38
2017,01-12,8778.54,563.4399999999999,845.27,629,471.38
2017,12-05,7843.499999999999,478.12999999999994,717.3099999999998,671,487.88
2017,02-09,7164.61,436.42,654.7200000000001,460,348.88
2017,03-16,7342.74,523.5200000000001,785.36,512,381.38
2017,04-21,2864.1599999999994,183.15999999999997,274.80000000000007,365,238.88
2017,01-18,13400.699999999999,530.0400000000001,795.2099999999999,1025,820.88
2017,10-16,6798.27,497.51999999999987,746.4,571,419.38
2017,09-12,10502.82,591.7200000000001,887.74,845,612.38
2017,01-19,7387.919999999998,485.32,728.0900000000001,479,379.88
2017,10-06,3730.33,291.55999999999995,437.4,320,250.88
2017,04-12,7379.160000000001,474.63000000000005,712.0600000000002,552,433.5
2017,04-24,9041.8,559.7900000000002,839.8300000000002,656,480.38
2017,02-01,9769.24,601.86,902.93,683,513.38
2017,09-15,3890.2699999999995,260.20000000000005,390.38,340,251.38
2017,12-28,13865.740000000005,864.1700000000004,1296.49,1036,770.26
2017,07-12,12323.060000000003,727.34,1091.24,1057,716.28
2017,08-03,6891.579999999999,409.48999999999995,614.3499999999999,622,458.38
2017,01-26,5614.800000000001,334.28999999999996,501.52,497,351.38
2017,03-15,8458.800000000001,546.69,820.1599999999999,639,482.38
2017,07-17,8851.840000000002,551.6400000000003,827.65,779,553.88
2017,02-27,9432.11,663.4800000000001,995.3899999999999,766,563.38
2017,09-14,17168.829999999998,463.43,695.2800000000001,1055,864.38
2017,07-05,8093.670000000003,524.1,786.2899999999998,539,426.38
2017,01-03,7246.889999999999,460.75,691.27,522,384.0
2017,11-17,5861.459999999998,363.84000000000003,545.86,563,378.38
2017,12-07,12898.170000000007,734.37,1101.7000000000003,1001,646.88
2017,06-05,13095.750000000005,874.6500000000003,1312.13,923,648.38
2017,12-20,12732.03,777.0800000000002,1165.81,929,673.88
2017,05-08,10184.85,613.6100000000001,920.56,892,638.38
2017,01-25,10120.350000000002,607.5600000000002,911.4899999999999,698,523.88
2017,11-30,15915.580000000004,889.7700000000001,1334.8,1016,724.88
2017,06-14,16088.560000000005,814.0700000000004,1221.3100000000006,1096,938.62
2017,03-02,8038.200000000002,424.55999999999995,636.95,708,619.5
2017,04-17,13633.319999999996,577.87,866.9500000000003,981,828.0
2017,05-18,15630.54,608.1100000000001,912.3000000000001,1044,856.5
2017,04-26,8369.1,502.64,754.07,780,570.0
2017,10-03,12010.140000000005,683.4599999999999,1025.3400000000001,954,688.5
2017,10-05,26087.43,678.6500000000001,1018.12,1240,1165.12
2017,10-24,13368.6,565.3399999999999,848.1699999999998,930,663.0
2017,05-04,7776.119999999999,454.46000000000004,681.8200000000002,660,466.5
2017,12-06,11464.020000000006,715.7800000000002,1073.8399999999997,876,673.5
2017,06-02,3963.8999999999996,236.37000000000006,354.63,384,243.0
2017,12-26,11207.700000000004,708.6400000000002,1063.1200000000001,854,637.5
2017,01-09,11085.630000000005,728.7400000000002,1093.2900000000002,986,776.0
2017,11-16,10300.900000000003,647.1,970.8099999999998,803,599.0
2017,09-20,6620.6399999999985,417.09000000000003,625.75,594,432.0
2017,03-13,10482.420000000004,725.6400000000001,1088.66,789,592.5
2017,02-22,7620.0,446.21000000000004,669.4699999999998,711,477.0
2017,10-25,8174.999999999999,535.7299999999999,803.71,612,478.5
2017,01-24,6542.039999999999,349.91999999999996,524.99,567,364.5
2017,11-09,9937.139999999998,607.56,911.4799999999999,678,522.0
2017,02-08,9793.380000000001,623.07,934.74,612,487.5
2017,03-09,6805.199999999999,417.75,626.7299999999999,540,388.5
2017,04-14,3614.359999999999,267.60999999999996,401.46,292,268.0
2017,07-18,8681.28,489.8,734.8299999999999,810,550.5
2017,06-16,6673.8399999999965,415.24000000000007,622.97,545,396.5
2017,11-02,6203.999999999999,457.72999999999996,686.7,472,364.12
2017,11-21,9047.980000000001,663.7499999999999,995.7600000000001,609,491.5
2017,08-17,8195.770000000002,529.6299999999999,794.5900000000001,638,474.5
2017,12-15,8080.320000000001,425.38,638.1700000000002,672,553.5
2017,03-28,5283.479999999999,364.45000000000005,546.77,396,288.0
2017,09-28,6493.919999999998,417.12999999999994,625.7900000000001,445,322.87
2017,06-01,9423.779999999999,573.6400000000002,860.6000000000001,744,525.0
2017,06-12,8771.400000000001,523.2,784.9299999999998,654,463.5
2017,06-27,10252.380000000005,603.4499999999998,905.32,780,606.0
2017,09-11,11716.140000000001,668.6100000000001,1003.0699999999999,1008,678.0
2017,11-27,8967.36,567.9400000000002,852.06,756,516.0
2017,06-15,9685.679999999997,566.86,850.4100000000001,636,510.0
2017,01-23,8499.679999999998,534.04,801.2199999999999,739,566.62
2017,05-16,9859.180000000004,594.7300000000001,892.21,689,504.5
2017,08-30,10170.660000000003,603.48,905.34,858,600.0
2017,01-13,2337.78,155.10000000000002,232.70000000000005,234,166.5
2017,03-06,9420.929999999998,637.8500000000001,956.95,811,539.62
2017,01-11,8087.949999999999,494.45000000000005,741.7900000000002,704,485.0
2017,01-27,3423.7199999999993,236.07999999999998,354.18000000000006,306,259.5
2017,09-27,8102.999999999999,515.1600000000001,772.86,726,538.5
2017,10-23,11732.2,574.59,861.9999999999998,869,650.0
2017,05-09,8123.979999999997,546.29,819.59,701,533.0
2017,05-25,8789.039999999997,527.7800000000001,791.8000000000001,657,481.5
2017,07-11,6442.089999999998,468.94,703.54,592,412.0
2017,11-06,11064.420000000002,678.0300000000002,1017.2100000000003,942,654.0
2017,07-19,16676.82,630.1500000000001,945.3499999999999,984,1005.0
2017,07-24,8495.979999999998,524.09,786.3199999999999,892,622.0
2017,07-28,4620.599999999999,246.51000000000002,369.84,372,267.0
2017,11-29,8077.9800000000005,527.3000000000001,791.07,696,498.0
2017,08-08,9985.98,642.2000000000002,963.4599999999999,792,550.5
2017,02-02,7442.099999999999,445.48,668.3100000000001,606,447.0
2017,09-08,6205.859999999999,397.67,596.6,438,331.5
2017,09-18,8644.319999999998,492.05000000000007,738.1799999999998,738,522.0
2017,09-26,6903.1799999999985,432.57000000000005,648.9699999999999,635,432.5
2017,09-21,4907.160000000001,291.40000000000003,437.21000000000004,444,333.0
2017,03-31,3136.4399999999996,152.51000000000002,228.80999999999997,354,198.0
2017,05-19,4481.099999999999,260.66999999999996,391.11,444,309.0
2017,02-06,6527.040000000001,433.66999999999996,650.6399999999999,594,415.5
2017,09-06,8654.16,599.7199999999999,899.73,744,571.5
2017,07-03,8662.14,520.43,780.7800000000001,720,487.5
2017,08-02,8052.059999999998,494.66000000000014,742.1200000000001,648,484.5
2017,08-24,8543.999999999998,561.66,842.6199999999999,726,501.0
2017,09-01,3724.649999999999,245.42999999999998,368.21999999999997,299,249.5
2017,05-02,10702.709999999997,522.5500000000001,783.9700000000001,852,703.62
2017,06-28,14230.92,829.81,1244.93,1035,796.5
2017,05-11,7231.3899999999985,409.7000000000001,614.66,545,377.5
2017,05-22,10540.77,690.62,1036.0900000000001,885,645.0
2017,05-31,10266.96,599.5500000000001,899.4799999999998,936,652.5
2017,06-07,10815.539999999999,670.1400000000002,1005.3700000000002,894,627.0
2017,07-21,5892.459999999999,385.17,577.8200000000002,485,356.0
2017,12-04,10779.6,703.6700000000001,1055.67,828,570.0
2017,08-22,9704.640000000003,603.5400000000001,905.44,714,498.0
2017,02-28,8806.079999999996,615.27,923.0200000000002,665,458.0
2017,03-03,3609.6000000000004,220.80000000000004,331.28,312,213.0
2017,03-08,8472.36,509.05000000000007,763.7,768,511.5
2017,03-22,10057.080000000002,618.47,927.8299999999998,678,517.5
2017,10-27,4571.0199999999995,283.79999999999995,425.7899999999999,419,294.5
2017,01-20,4756.26,335.38000000000005,503.1500000000001,318,271.5
2017,08-04,4926.959999999999,346.94,520.49,396,298.5
2017,05-17,11145.300000000003,599.7200000000003,899.7399999999998,870,649.5
2017,06-06,9554.399999999996,598.8300000000002,898.3800000000001,753,582.0
2017,06-30,4819.199999999999,301.07000000000005,451.6700000000001,432,337.5
2017,01-06,4275.599999999999,226.63000000000002,340.02000000000004,330,226.5
2017,01-10,6050.04,366.43999999999994,549.7699999999999,576,408.0
2017,12-14,11468.28,661.23,992.0000000000001,966,696.0
2017,03-30,6774.539999999998,514.08,771.2399999999999,495,409.5
2017,07-20,8713.920000000002,490.3400000000001,735.64,636,489.0
2017,07-25,8183.239999999997,556.91,835.46,613,455.5
2017,08-25,5105.819999999999,351.89000000000004,527.9200000000001,336,282.0
2017,03-01,7858.629999999999,486.99999999999994,730.64,728,492.5
2017,04-19,7939.260000000001,517.9000000000001,777.0,751,517.12
2017,10-20,2295.359999999999,156.32000000000002,234.53,282,184.5
2017,06-20,9348.9,582.8699999999999,874.4,732,486.0
2017,08-11,3311.7599999999998,258.04,387.10999999999996,330,256.5
2017,02-03,4087.86,219.69,329.61,401,254.0
2017,12-01,3522.54,221.04999999999998,331.64000000000004,348,273.0
2017,02-14,10442.649999999998,544.5400000000001,816.9599999999998,749,548.0
2017,12-12,8794.680000000002,482.51000000000005,723.89,820,519.5
2017,03-14,6562.32,397.49,596.3299999999998,672,418.5
2017,03-24,3113.2200000000003,178.38,267.63000000000005,282,192.0
2017,04-05,8453.700000000003,495.76000000000005,743.7799999999999,708,492.0
2017,11-03,6721.499999999999,336.52,504.84,564,405.0
2017,01-05,11810.880000000001,589.2600000000002,884.02,853,570.37
2017,03-21,7005.749999999998,432.1200000000001,648.2900000000001,593,422.0
2017,12-29,3922.68,221.84,332.82000000000005,474,304.5
2017,04-13,10218.27,626.89,940.4700000000001,833,716.5
2017,10-13,4313.030000000001,293.34000000000003,440.06999999999994,331,257.62
2017,07-06,8385.509999999998,544.15,816.36,577,436.12
2017,01-04,8140.739999999998,486.15000000000003,729.34,726,495.0
2017,12-08,5165.099999999999,278.81999999999994,418.32,522,343.5
2017,02-21,5753.339999999999,431.9100000000001,647.9599999999999,462,378.0
2017,11-22,3471.7799999999993,241.01999999999998,361.59,294,226.5
2017,07-07,3463.41,275.6,413.46,311,209.5
2017,11-01,7768.939999999999,528.0699999999999,792.1800000000002,531,397.0
2017,08-07,7917.5999999999985,518.47,777.8299999999999,639,463.5
2017,01-16,4416.79,297.03000000000003,445.61000000000007,350,273.5
2017,03-10,3463.62,218.94000000000003,328.46000000000004,330,240.0
2017,10-31,530.2,51.93000000000001,77.91,22,27.85
